id,name,email,twitter,group,area,chamber,start_date,end_date
54434,Adam Vaughan,Adam.Vaughan@parl.gc.ca,https://twitter.com/TOAdamVaughan,Liberal,Trinity—Spadina,House of Commons,2011-06-02,""
425,Alain Giguère,Alain.Giguere@parl.gc.ca,,NDP,Marc-Aurèle-Fortin,House of Commons,2011-06-02,""
30903,Alex Atamanenko,alex.atamanenko@parl.gc.ca,,NDP,British Columbia Southern Interior,House of Commons,2011-06-02,""
58775,Alexandre Boulerice,Alexandre.Boulerice@parl.gc.ca,https://twitter.com/alexboulerice,NDP,Rosemont—La Petite-Patrie,House of Commons,2011-06-02,""
58705,Alexandrine Latendresse,Alexandrine.Latendresse@parl.gc.ca,https://twitter.com/ALatendresseNPD,NDP,Louis-Saint-Laurent,House of Commons,2011-06-02,""
30812,Alice Wong,alice.wong@parl.gc.ca,,Conservative,Richmond,House of Commons,2011-06-02,""
71611,Andrew Cash,Andrew.Cash@parl.gc.ca,https://twitter.com/AndrewCash,NDP,Davenport,House of Commons,2011-06-02,""
59287,Andrew Saxton,andrew.saxton@parl.gc.ca,https://twitter.com/AndrewSaxton1,Conservative,North Vancouver,House of Commons,2011-06-02,""
25454,Andrew Scheer,andrew.scheer@parl.gc.ca,https://twitter.com/andrewscheer,Conservative,Regina—Qu'Appelle,House of Commons,2011-06-02,""
25474,André Bellavance,andre.bellavance@parl.gc.ca,https://twitter.com/AndreBellavance,Independent,Richmond—Arthabaska,House of Commons,2011-06-02,""
71350,Anne Minh-Thu Quach,AnneMinh-Thu.Quach@parl.gc.ca,https://twitter.com/AnneMTQuach,NDP,Beauharnois—Salaberry,House of Commons,2011-06-02,""
58626,Anne-Marie Day,Anne-Marie.Day@parl.gc.ca,https://twitter.com/AnneMarieDay,NDP,Charlesbourg—Haute-Saint-Charles,House of Commons,2011-06-02,""
71499,Annick Papillon,Annick.Papillon@parl.gc.ca,https://twitter.com/AnnickPapillon,NDP,Québec,House of Commons,2011-06-02,""
86249,Arnold Chan,Arnold.Chan@parl.gc.ca,https://twitter.com/ArnoldChanLib,Liberal,Scarborough—Agincourt,House of Commons,2011-06-02,""
35535,Bal Gosal,Bal.Gosal@parl.gc.ca,https://twitter.com/BalGosal,Conservative,Bramalea—Gore—Malton,House of Commons,2011-06-02,""
25497,Barry Devolin,barry.devolin@parl.gc.ca,https://twitter.com/BarryDevolin_MP,Conservative,Haliburton—Kawartha Lakes—Brock,House of Commons,2011-06-02,""
35600,Ben Lobb,ben.lobb@parl.gc.ca,https://twitter.com/BenLobbMP,Conservative,Huron—Bruce,House of Commons,2011-06-02,""
71627,Bernard Trottier,Bernard.Trottier@parl.gc.ca,https://twitter.com/btrottier,Conservative,Etobicoke—Lakeshore,House of Commons,2011-06-02,""
40463,Bernard Valcourt,Bernard.Valcourt@parl.gc.ca,https://twitter.com/Min_BValcourt,Conservative,Madawaska—Restigouche,House of Commons,2011-06-02,""
31664,Bev Shipley,bev.shipley@parl.gc.ca,https://twitter.com/BevShipleyMP,Conservative,Lambton—Kent—Middlesex,House of Commons,2011-06-02,""
35897,Blaine Calkins,blaine.calkins@parl.gc.ca,https://twitter.com/blainecalkinsmp,Conservative,Wetaskiwin,House of Commons,2011-06-02,""
59235,Blake Richards,blake.richards@parl.gc.ca,https://twitter.com/BlakeRichardsMP,Conservative,Wild Rose,House of Commons,2011-06-02,""
31086,Bob Dechert,bob.dechert@parl.gc.ca,,Conservative,Mississauga—Erindale,House of Commons,2011-06-02,""
72035,Bob Zimmer,Bob.Zimmer@parl.gc.ca,https://twitter.com/bobzimmermp,Conservative,Prince George—Peace River,House of Commons,2011-06-02,""
30314,Brad Butt,Brad.Butt@parl.gc.ca,https://twitter.com/BradButtMP,Conservative,Mississauga—Streetsville,House of Commons,2011-06-02,""
25462,Brad Trost,brad.trost@parl.gc.ca,https://twitter.com/BradTrostCPC,Conservative,Saskatoon—Humboldt,House of Commons,2011-06-02,""
59203,Brent Rathgeber,brent.rathgeber@parl.gc.ca,https://twitter.com/brentrathgeber,Independent,Edmonton—St. Albert,House of Commons,2011-06-02,""
9137,Brian Masse,brian.masse@parl.gc.ca,https://twitter.com/BrianMasseMP,NDP,Windsor West,House of Commons,2011-06-02,""
35896,Brian Storseth,brian.storseth@parl.gc.ca,https://twitter.com/BrianStorseth,Conservative,Westlock—St. Paul,House of Commons,2011-06-02,""
31295,Bruce Hyer,bruce.hyer@parl.gc.ca,https://twitter.com/brucehyer,Green Party,Thunder Bay—Superior North,House of Commons,2011-06-02,""
35724,Bruce Stanton,bruce.stanton@parl.gc.ca,https://twitter.com/bruce_stanton,Conservative,Simcoe North,House of Commons,2011-06-02,""
71772,Bryan Hayes,Bryan.Hayes@parl.gc.ca,https://twitter.com/BryanHayesMP,Conservative,Sault Ste. Marie,House of Commons,2011-06-02,""
59110,Candice Bergen,candice.bergen@parl.gc.ca,https://twitter.com/CandiceBergenMP,Conservative,Portage—Lisgar,House of Commons,2011-06-02,""
31289,Carol Hughes,carol.hughes@parl.gc.ca,https://twitter.com/CarolHughesMP,NDP,Algoma—Manitoulin—Kapuskasing,House of Commons,2011-06-02,""
992,Carolyn Bennett,carolyn.bennett@parl.gc.ca,https://twitter.com/Carolyn_Bennett,Liberal,St. Paul's,House of Commons,2011-06-02,""
59265,Cathy McLeod,cathy.mcleod@parl.gc.ca,https://twitter.com/Cathy_McLeod,Conservative,Kamloops—Thompson—Cariboo,House of Commons,2011-06-02,""
25470,Charlie Angus,charlie.angus@parl.gc.ca,https://twitter.com/CharlieAngusMP,NDP,Timmins—James Bay,House of Commons,2011-06-02,""
71557,Charmaine Borg,Charmaine.Borg@parl.gc.ca,https://twitter.com/mpcharmaineborg,NDP,Terrebonne—Blainville,House of Commons,2011-06-02,""
1809,Cheryl Gallant,cheryl.gallant@parl.gc.ca,https://twitter.com/cherylgallant,Conservative,Renfrew—Nipissing—Pembroke,House of Commons,2011-06-02,""
71576,Chris Alexander,Chris.Alexander@parl.gc.ca,https://twitter.com/calxandr,Conservative,Ajax—Pickering,House of Commons,2011-06-02,""
683,Chris Charlton,chris.charlton@parl.gc.ca,https://twitter.com/ChrisCharltonMP,NDP,Hamilton Mountain,House of Commons,2011-06-02,""
35886,Chris Warkentin,chris.warkentin@parl.gc.ca,https://twitter.com/chriswarkentin,Conservative,Peace River,House of Commons,2011-06-02,""
35422,Christian Paradis,christian.paradis@parl.gc.ca,https://twitter.com/christianparad,Conservative,Mégantic—L'Érable,House of Commons,2011-06-02,""
232,Christine Moore,Christine.Moore@parl.gc.ca,https://twitter.com/MooreNpd,NDP,Abitibi—Témiscamingue,House of Commons,2011-06-02,""
84665,Chrystia Freeland,Chrystia.Freeland@parl.gc.ca,https://twitter.com/cafreeland,Liberal,Toronto Centre,House of Commons,2011-06-02,""
30503,Chungsen Leung,Chungsen.Leung@parl.gc.ca,https://twitter.com/csleungmp,Conservative,Willowdale,House of Commons,2011-06-02,""
31234,Claude Gravelle,claude.gravelle@parl.gc.ca,https://twitter.com/ClaudeGravelle,NDP,Nickel Belt,House of Commons,2011-06-02,""
71413,Claude Patry,Claude.Patry@parl.gc.ca,https://twitter.com/claude_patry,Bloc Québécois,Jonquière—Alma,House of Commons,2011-06-02,""
25486,Colin Carrie,colin.carrie@parl.gc.ca,https://twitter.com/ColinCarrie,Conservative,Oshawa,House of Commons,2011-06-02,""
35952,Colin Mayes,colin.mayes@parl.gc.ca,,Conservative,Okanagan—Shuswap,House of Commons,2011-06-02,""
71755,Corneliu Chisu,Corneliu.Chisu@parl.gc.ca,https://twitter.com/cchisu,Conservative,Pickering—Scarborough East,House of Commons,2011-06-02,""
71762,Costas Menegakis,Costas.Menegakis@parl.gc.ca,https://twitter.com/CostasMenegakis,Conservative,Richmond Hill,House of Commons,2011-06-02,""
75006,Craig Scott,craig.scott@parl.gc.ca,https://twitter.com/CraigScottNDP,NDP,Toronto—Danforth,House of Commons,2011-06-02,""
72029,Dan Albas,Dan.Albas@parl.gc.ca,https://twitter.com/DanAlbas,Conservative,Okanagan—Coquihalla,House of Commons,2011-06-02,""
30428,Dan Harris,Dan.Harris@parl.gc.ca,https://twitter.com/danharrisndp,NDP,Scarborough Southwest,House of Commons,2011-06-02,""
71380,Dany Morin,Dany.Morin@parl.gc.ca,https://twitter.com/drdanymorin,NDP,Chicoutimi—Le Fjord,House of Commons,2011-06-02,""
695,Daryl Kramp,daryl.kramp@parl.gc.ca,https://twitter.com/darylkramp,Conservative,Prince Edward—Hastings,House of Commons,2011-06-02,""
891,Dave MacKenzie,dave.mackenzie@parl.gc.ca,https://twitter.com/DaveMacKenzieMP,Conservative,Oxford,House of Commons,2011-06-02,""
31765,Dave Van Kesteren,dave.vankesteren@parl.gc.ca,https://twitter.com/DVK_MP,Conservative,Chatham-Kent—Essex,House of Commons,2011-06-02,""
1795,David Anderson,david.anderson@parl.gc.ca,https://twitter.com/DavidAndersonSK,Conservative,Cypress Hills—Grasslands,House of Commons,2011-06-02,""
25489,David Christopherson,david.christopherson@parl.gc.ca,,NDP,Hamilton Centre,House of Commons,2011-06-02,""
9486,David McGuinty,david.mcguinty@parl.gc.ca,https://twitter.com/DavidMcGuinty,Liberal,Ottawa South,House of Commons,2011-06-02,""
31715,David Sweet,david.sweet@parl.gc.ca,https://twitter.com/DavidSweetMP,Conservative,Ancaster—Dundas—Flamborough—Westdale,House of Commons,2011-06-02,""
25461,David Tilson,david.tilson@parl.gc.ca,https://twitter.com/davidtilson,Conservative,Dufferin—Caledon,House of Commons,2011-06-02,""
72006,David Wilks,David.Wilks@parl.gc.ca,https://twitter.com/DavidJohnWilks,Conservative,Kootenay—Columbia,House of Commons,2011-06-02,""
86260,David Yurdiga,David.Yurdiga@parl.gc.ca,https://twitter.com/DavidYurdiga,Conservative,Fort McMurray—Athabasca,House of Commons,2011-06-02,""
25446,Dean Allison,dean.allison@parl.gc.ca,https://twitter.com/DeanAllisonMP,Conservative,Niagara West—Glanbrook,House of Commons,2011-06-02,""
1287,Deepak Obhrai,deepak.obhrai@parl.gc.ca,https://twitter.com/deepakobhrai,Conservative,Calgary East,House of Commons,2011-06-02,""
35399,Denis Blanchette,Denis.Blanchette@parl.gc.ca,https://twitter.com/DenisBlanchette,NDP,Louis-Hébert,House of Commons,2011-06-02,""
38633,Denis Lebel,denis.lebel@parl.gc.ca,https://twitter.com/DenisLebelPCC,Conservative,Roberval—Lac-Saint-Jean,House of Commons,2011-06-02,""
30836,Dennis Bevington,dennis.bevington@parl.gc.ca,https://twitter.com/nwtdennis,NDP,Northwest Territories,House of Commons,2011-06-02,""
59182,Devinder Shory,devinder.shory@parl.gc.ca,https://twitter.com/NortheastShory,Conservative,Calgary Northeast,House of Commons,2011-06-02,""
1295,Diane Ablonczy,diane.ablonczy@parl.gc.ca,https://twitter.com/DianeAblonczy,Conservative,Calgary—Nose Hill,House of Commons,2011-06-02,""
25501,Diane Finley,diane.finley@parl.gc.ca,,Conservative,Haldimand—Norfolk,House of Commons,2011-06-02,""
71530,Djaouida Sellah,Djaouida.Sellah@parl.gc.ca,https://twitter.com/DSellahNPD,NDP,Saint-Bruno—Saint-Hubert,House of Commons,2011-06-02,""
1813,Dominic LeBlanc,dominic.leblanc@parl.gc.ca,,Liberal,Beauséjour,House of Commons,2011-06-02,""
59325,Don Davies,don.davies@parl.gc.ca,https://twitter.com/DonDavies,NDP,Vancouver Kingsway,House of Commons,2011-06-02,""
59226,Earl Dreeshen,earl.dreeshen@parl.gc.ca,https://twitter.com/earl_dreeshen,Conservative,Red Deer,House of Commons,2011-06-02,""
35904,Ed Fast,ed.fast@parl.gc.ca,https://twitter.com/HonEdFast,Conservative,Abbotsford,House of Commons,2011-06-02,""
58939,Ed Holder,ed.holder@parl.gc.ca,https://twitter.com/EdHolder_MP,Conservative,London West,House of Commons,2011-06-02,""
25513,Ed Komarnicki,ed.komarnicki@parl.gc.ca,,Conservative,Souris—Moose Mountain,House of Commons,2011-06-02,""
2897,Elizabeth May,Elizabeth.May@parl.gc.ca,https://twitter.com/ElizabethMay,Green Party,Saanich—Gulf Islands,House of Commons,2011-06-02,""
84660,Emmanuel Dubourg,Emmanuel.Dubourg@parl.gc.ca,https://twitter.com/EmmanuelDubourg,Liberal,Bourassa,House of Commons,2011-06-02,""
72773,Erin O'Toole,Erin.OToole@parl.gc.ca,https://twitter.com/ErinOTooleMP,Conservative,Durham,House of Commons,2011-06-02,""
71688,Eve Adams,Eve.Adams@parl.gc.ca,https://twitter.com/MPEveAdams,Liberal,Mississauga—Brampton South,House of Commons,2011-06-02,""
63592,Fin Donnelly,fin.donnelly@parl.gc.ca,https://twitter.com/FinDonnelly,NDP,New Westminster—Coquitlam,House of Commons,2011-06-02,""
58661,Francine Raynault,Francine.Raynault@parl.gc.ca,,NDP,Joliette,House of Commons,2011-06-02,""
25453,Francis Scarpaleggia,francis.scarpaleggia@parl.gc.ca,https://twitter.com/ScarpaleggiaLSL,Liberal,Lac-Saint-Louis,House of Commons,2011-06-02,""
58890,Frank Valeriote,Frank.valeriote@parl.gc.ca,https://twitter.com/FrankValeriote,Liberal,Guelph,House of Commons,2011-06-02,""
35351,François Choquette,Francois.Choquette@parl.gc.ca,https://twitter.com/F_Choquette,NDP,Drummond,House of Commons,2011-06-02,""
