id,name,email,twitter,group,area,chamber,start_date,end_date
104,Aho Esko,,,Finnish Centre Party,Helsingin,Eduskunta,1991-03-22,1995-03-23
107,Aittoniemi Sulo,,,The Finns Party,Pirkanmaan,Eduskunta,1991-03-22,1994-03-23
107,Aittoniemi Sulo,,,Finnish Centre Party,Pirkanmaan,Eduskunta,1994-03-24,1995-03-23
392,Ala-Nissilä Olavi,,,Finnish Centre Party,Varsinais-Suomen,Eduskunta,1991-03-22,1995-03-23
111,Alho Arja,,,Social Democrats,Uudenmaan,Eduskunta,1991-03-22,1995-03-23
121,Andersson Claes,,,Left Alliance,Uudenmaan,Eduskunta,1991-03-22,1995-03-23
127,Anttila Sirkka-Liisa,sirkka-liisa.anttila@eduskunta.fi,,Finnish Centre Party,Hämeen,Eduskunta,1991-03-22,1995-03-23
404,Anttila Ulla,,,Green Party,Uudenmaan,Eduskunta,1991-03-22,1995-03-23
129,Antvuori Pirjo-Riitta,,,National Coalition Party,Helsingin,Eduskunta,1991-03-22,1995-03-23
380,Aula Maria Kaisa,,,Finnish Centre Party,Lapin,Eduskunta,1991-03-22,1995-03-23
133,Backman Jouni,jouni.backman@eduskunta.fi,,Social Democrats,Etelä-Savon,Eduskunta,1991-03-22,1995-03-23
351,Biaudet Eva,,,Swedish Parliamentary Group,Helsingin,Eduskunta,1991-03-22,1995-03-23
109,Donner Jörn,jorn.donner@eduskunta.fi,,Swedish Parliamentary Group,Helsingin,Eduskunta,1991-03-22,1995-03-23
110,Dromberg Kaarina,,,National Coalition Party,Uudenmaan,Eduskunta,1991-03-22,1995-03-23
393,Enestam Jan-Erik,,,Swedish Parliamentary Group,Varsinais-Suomen,Eduskunta,1991-03-22,1995-03-23
116,Gustafsson Jukka,jukka.gustafsson@eduskunta.fi,,Social Democrats,Pirkanmaan,Eduskunta,1991-03-22,1995-03-23
118,Haavisto Pekka,pekka.haavisto@eduskunta.fi,,Green Party,Helsingin,Eduskunta,1991-03-22,1995-03-23
122,Halonen Tarja,,,Social Democrats,Helsingin,Eduskunta,1991-03-22,1995-03-23
363,Hassi Satu,,,Green Party,Pirkanmaan,Eduskunta,1991-03-22,1995-03-23
352,Hautala Heidi,,,Green Party,Uudenmaan,Eduskunta,1991-03-22,1995-03-23
420,Heinonen Olli-Pekka,,,National Coalition Party,Satakunnan,Eduskunta,1995-03-23,1995-03-23
125,Helle Esko,,,Left Alliance,Hämeen,Eduskunta,1991-03-22,1995-03-23
401,Hiltunen Leea,,,Christian Democrats,Satakunnan,Eduskunta,1991-03-22,1995-03-23
136,Hurskainen Sinikka,,,Social Democrats,Kymen,Eduskunta,1991-03-22,1995-03-23
137,Huuhtanen Jorma,,,Finnish Centre Party,Kuopion,Eduskunta,1991-03-22,1995-03-23
430,Ihamäki Timo,,,National Coalition Party,Mikkelin,Eduskunta,1993-05-04,1995-03-23
145,Isohookana-Asunmaa Tytti,,,Finnish Centre Party,Oulun,Eduskunta,1991-03-22,1995-03-23
147,Jaakonsaari Liisa,,,Social Democrats,Oulun,Eduskunta,1991-03-22,1995-03-23
148,Jansson Gunnar,,,Swedish Parliamentary Group,Ahvenanmaan maakunnan,Eduskunta,1991-03-22,1995-03-23
157,Juhantalo Kauko,,,Finnish Centre Party,Satakunnan,Eduskunta,1991-03-22,1993-12-03
405,Jääskeläinen Jouko,jouko.jaaskelainen@eduskunta.fi,,Christian Democrats,Uudenmaan,Eduskunta,1991-03-22,1995-03-23
189,Jäätteenmäki Anneli,,,Finnish Centre Party,Helsingin,Eduskunta,1991-03-22,1995-03-23
402,Kalli Timo,timo.kalli@eduskunta.fi,,Finnish Centre Party,Satakunnan,Eduskunta,1991-03-22,1995-03-23
166,Kalliomäki Antti,,,Social Democrats,Uudenmaan,Eduskunta,1991-03-22,1995-03-23
417,Kallis Bjarne,,,Christian Democrats,Vaasan,Eduskunta,1991-03-22,1995-03-23
170,Kanerva Ilkka,ilkka.kanerva@eduskunta.fi,,National Coalition Party,Varsinais-Suomen,Eduskunta,1991-03-22,1995-03-23
175,Kankaanniemi Toimi,,,Christian Democrats,Keski-Suomen,Eduskunta,1991-03-22,1995-03-23
307,Kautto Tarja,,,Social Democrats,Uudenmaan,Eduskunta,1991-03-22,1995-03-23
179,Kekkonen Antero,,,Social Democrats,Kymen,Eduskunta,1991-03-22,1995-03-23
386,Korhonen Martti,martti.korhonen@eduskunta.fi,,Left Alliance,Oulun,Eduskunta,1991-03-22,1995-03-23
403,Korkeaoja Juha,,,Finnish Centre Party,Satakunnan,Eduskunta,1991-03-22,1995-03-23
442,Korteniemi Ossi,,,Finnish Centre Party,Lapin,Eduskunta,1994-05-01,1995-03-23
381,Korva Timo E.,,,Finnish Centre Party,Lapin,Eduskunta,1991-03-22,1995-03-23
387,Koski Markku,,,Finnish Centre Party,Oulun,Eduskunta,1991-03-22,1995-03-23
358,Koskinen Johannes,johannes.koskinen@eduskunta.fi,,Social Democrats,Hämeen,Eduskunta,1991-03-22,1995-03-23
202,Kääriäinen Seppo,seppo.kaariainen@eduskunta.fi,,Finnish Centre Party,Pohjois-Savon,Eduskunta,1991-03-22,1995-03-23
407,Laakso Jaakko,,,Left Alliance,Uudenmaan,Eduskunta,1991-03-22,1995-03-23
370,Laitinen Reijo,,,Social Democrats,Keski-Suomen,Eduskunta,1991-03-22,1995-03-23
161,Lamminen Kalevi,,,National Coalition Party,Satakunnan,Eduskunta,1991-03-22,1995-03-23
376,Laukkanen Markku,,,Finnish Centre Party,Kymen,Eduskunta,1991-03-22,1995-03-23
165,Lax Henrik,,,Swedish Parliamentary Group,Uudenmaan,Eduskunta,1991-03-22,1995-03-23
371,Leppänen Johannes,,,Finnish Centre Party,Keski-Suomen,Eduskunta,1991-03-22,1995-03-23
359,Lindqvist Maija-Liisa,,,Finnish Centre Party,Hämeen,Eduskunta,1991-03-22,1995-03-23
353,Lipponen Paavo,,,Social Democrats,Helsingin,Eduskunta,1991-03-22,1995-03-23
409,Luhtanen Leena,,,Social Democrats,Uudenmaan,Eduskunta,1991-03-22,1995-03-23
410,Markkula-Kivisilta Hanna,,,National Coalition Party,Uudenmaan,Eduskunta,1991-03-22,1995-03-23
203,Myller Riitta,riitta.myller@eduskunta.fi,,Social Democrats,Pohjois-Karjalan,Eduskunta,1991-03-22,1995-03-23
214,Mäkipää Lea,lea.makipaa@eduskunta.fi,,The Finns Party,Pirkanmaan,Eduskunta,1991-03-22,1995-03-23
411,Mölsä Tero,,,Finnish Centre Party,Uudenmaan,Eduskunta,1991-03-22,1995-03-23
223,Niinistö Sauli,,,National Coalition Party,Uudenmaan,Eduskunta,1991-03-22,1995-03-23
224,Nordman Håkan,,,Swedish Parliamentary Group,Vaasan,Eduskunta,1991-03-22,1995-03-23
355,Ojala Outi,,,Left Alliance,Helsingin,Eduskunta,1991-03-22,1995-03-23
204,Ollila Heikki A.,,,National Coalition Party,Pirkanmaan,Eduskunta,1991-03-22,1995-03-23
212,Pekkarinen Mauri,mauri.pekkarinen@eduskunta.fi,,Finnish Centre Party,Keski-Suomen,Eduskunta,1991-03-22,1995-03-23
397,Perho Maija,,,National Coalition Party,Varsinais-Suomen,Eduskunta,1991-03-22,1995-03-23
413,Pietikäinen Margareta,,,Swedish Parliamentary Group,Uudenmaan,Eduskunta,1991-03-22,1995-03-23
227,Pietikäinen Sirpa,,,National Coalition Party,Hämeen,Eduskunta,1991-03-22,1995-03-23
441,Piha Kirsi,,,National Coalition Party,Helsingin,Eduskunta,1994-05-01,1995-03-23
374,Polvi Iivo,,,Left Alliance,Pohjois-Savon,Eduskunta,1991-03-22,1995-03-23
239,Puisto Virpa,,,Social Democrats,Varsinais-Suomen,Eduskunta,1991-03-22,1995-03-23
240,Pulliainen Erkki,,,Green Party,Oulun,Eduskunta,1991-03-22,1995-03-23
228,Rajamäki Kari,kari.rajamaki@eduskunta.fi,,Social Democrats,Pohjois-Savon,Eduskunta,1991-03-22,1995-03-23
229,Ranta Jussi,,,Social Democrats,Kymen,Eduskunta,1991-03-22,1995-03-23
383,Rask Maija,,,Social Democrats,Lapin,Eduskunta,1991-03-22,1995-03-23
247,Roos Jukka,,,Social Democrats,Varsinais-Suomen,Eduskunta,1991-03-22,1995-03-23
375,Rossi Markku,markku.rossi@eduskunta.fi,,Finnish Centre Party,Pohjois-Savon,Eduskunta,1991-03-22,1995-03-23
250,Ryynänen Mirja,,,Finnish Centre Party,Kuopion,Eduskunta,1991-03-22,1995-03-23
256,Saapunki Pauli,,,Finnish Centre Party,Oulun,Eduskunta,1991-03-22,1995-03-23
259,Salolainen Pertti,pertti.salolainen@eduskunta.fi,,National Coalition Party,Helsingin,Eduskunta,1991-03-22,1995-03-23
261,Sasi Kimmo,kimmo.sasi@eduskunta.fi,,National Coalition Party,Pirkanmaan,Eduskunta,1991-03-22,1995-03-23
399,Seivästö Ismo,,,Christian Democrats,Varsinais-Suomen,Eduskunta,1991-03-22,1995-03-23
267,Skinnari Jouko,jouko.skinnari@eduskunta.fi,,Social Democrats,Hämeen,Eduskunta,1991-03-22,1995-03-23
272,Stenius-Kaukonen Marjatta,,,Left Alliance,Pirkanmaan,Eduskunta,1991-03-22,1995-03-23
278,Tennilä Esko-Juhani,,,Left Alliance,Lapin,Eduskunta,1991-03-22,1995-03-23
